4333442143339378,4333450086671917,2019-11-13 12:38:29,ใครมีกำลังทรัพย์ช่วยน้องแมว ไปเลี้ยง หรือช่วยบริจาคอาหารแมวมาให้ สามารถติดต่อกับ คุณยายสุนีย์ และ คุณตาสมพงษ์ ที่หมายเลขโทรศัพท์ 089-4703187 นะครับ,khaosod/,79,2019-11-14 21:38:34
4333442143339378,4333450086671917&reply_comment_id,2019-11-13 12:47:10,Maysa ลองติดต่อไปตามเบอร์ สอบถามคุณยายนะครับ ทางเราเป็นเพียงกระบอกเสียงให้,khaosod/,5,2019-11-14 21:38:34
4333442143339378,4333597629990496,2019-11-13 13:31:24,คุณยายค่ะเป่นคนดีมากเลยทีบ้านก็มีแมวมาออกลูกเขามาเองนะออกลูกไวให้เลี้ยงสามตัวค่ะเราก็สงสารเขาเลยเลี้ยงตอนนีน่ารักมากแสนซนให้ข้าวกินสามมี่อเลยเลี้ยงไวเป่นเพื่อนไม่เหงาดีนะได้บุญค่ะ,profile.php?id=100038136009829,9,2019-11-14 21:38:34
4333442143339378,4333594016657524,2019-11-13 13:30:11,คนที่มีใจเมตตาสัตว์อย่างยายน่าเห็นใจมากอดเพื่อให้เขาอยู่รอดน้ำใจล้นเหลือขอให้คนมีน้ำใจแก่ยายเถอะถือว่าช่วยกันทำบุญไม่เห็นชาตินี้ชาติหน้ามีจริงนะ,profile.php?id=100041239604765,18,2019-11-14 21:38:34
4333442143339378,4333580123325580,2019-11-13 13:25:15,นกน้อยควรทำรังแต่พอตัวอย่าเบียดเบียนผู้อื่นความเกรงใจข้างบ้านก็ควรมี..อิอิ,profile.php?id=100011145730486,77,2019-11-14 21:38:34
4333442143339378,4333492433334349,2019-11-13 12:54:16,เข้าใจยายนะ​ ว่ารักแมว​  แต่ก็เข้าใจเพื่อนบ้าน​ แมว30กว่าตัว​ หมาอีก3ตัว​ ก็อาจจะ​สร้างสิ่งรบกวนให้เพื่อนบ้านด้วยก็ได้,mali.yuri,101,2019-11-14 21:38:34
4333442143339378,4333772473306345,2019-11-13 14:31:17,ลูกอะไรวะ เราให้เงินแม่แล้วแม่เราอยากเอาเงินไปทำอะไรหรือไปให้ใครแล้วเขามีความสุขก็ชั่งเขาซิเรามีหน้าที่ต้องให้เขาแล้วจะอะไรนักหนา,mam.pantang,17,2019-11-14 21:38:34
4333442143339378,4333777726639153,2019-11-13 14:33:17,พอจะมีหน่วยงานไหนพอจะช่วยยายได้บ้าง สงสารยายกับตา,anonan.kaimook,2,2019-11-14 21:38:34
4333442143339378,4333592996657626,2019-11-13 13:29:47,มันเป็นความสุขของคนที่ได้อยู่กับสัตว์เลี้ยง คนที่ไม่รักสัตว์ไม่มีวันเข้าใจเพื่อความสุขของแม่แก่ทำไมต้องคิดว่าแกจะเอาไปโน่นนี่ ให้แล้วก็คือให้แล้วแต่แกจะเอาไปไหนเพราะมันคือความสุข เขาจะอยู่ได้นานแค่ไหนทำไมไม่คิดคนเป็นลูกเพื่อนบ้านก๋แปลกจังในเมื่อยายเขาก็อยู่ส่วนยายทำไมไปรังเกรียจอะไรคนเหมือนกันเขาเรียกคนใจแคบ,profile.php?id=100028889651238,30,2019-11-14 21:38:34
4333442143339378,4335058623177730,2019-11-14 01:45:58,น่าสงสารตายายและแมวมากเพื่อนบ้านใจแคบมากไม่มีเมตตาเลยขอให้มีคนใจบุญช่วยนะ,profile.php?id=100008020277080,1,2019-11-14 21:38:34
4333442143339378,4333575853326007,2019-11-13 13:23:43,มันก็เป็นความสุขอย่างหนึ่งของคนแก่ ในเมื่อจะให้แกแล้วก็อย่าไปติแกเลยนะคะว่าแกจะเอาไปทำทานเลี้ยงแมวที่แกรัก,patcharee.sangroon,5,2019-11-14 21:38:34
4333442143339378,4336631943020398,2019-11-14 13:00:48,จับทำหมันให้หมดเค้ามีองกรณ์ที่รับผิดชอบอยู่เลี้ยงไม่ไหวก็ส่งให้เค้าเลี้ยงเหอะ หมาแมวมีมากมายมหาศาลเพราะขาดการคุมกำเนิดที่บ้านนี่เลี้ยง8ตัวกินอาหารอย่างดีโลละ+150 เป็นแมวจรจัดทั้งนั้นเดินเข้ามาอยู่เลยต้องเลี้ยงและจับทำหมันเองหมด.,profile.php?id=100029701207719,0,2019-11-14 21:38:34
4333442143339378,4333497246667201,2019-11-13 12:55:51,ชีวิตเราก็เหมือนยายเลี้ยงแมวจร20กว่าตัวหมาจร 5 ตัวเดือนๆค่าใช้จ่ายเยอะแถมโดนคนไม่ชอบหมาแมวว่าอีกจะปล่อยทิ้งก็สงสาร,jirawan.tumhome,33,2019-11-14 21:38:34
4333442143339378,4333531999997059,2019-11-13 13:08:39,ทำอะไรควรทำที่พอตัว และไม่เบียดเบียนตัวเองหรือใครรักส่วนรัก แต่ความพร้อมในการดูแลก็สำคัญไม่ต่างกัน,chadaporn.puengngarm,58,2019-11-14 21:38:34
4333442143339378,4333484033335189,2019-11-13 12:51:13,(ส่วนตัว) ต่างคน ต่างจิตต่างใจ. ต่างมุมมอง. ต่างความคิด  ยายทำถูกแล้ว สู้ๆครับ,profile.php?id=100024896923783,31,2019-11-14 21:38:34
4333442143339378,4333700449980214,2019-11-13 14:06:00,สัตว์เลี้ยงไม่ได้น่ารักสำหรับทุกคน เข้าใจทุกฝ่าย,boy.noi.16,16,2019-11-14 21:38:35
4333442143339378,4333622976654628,2019-11-13 13:39:39,คุณยายค่ะสู้ๆค่ะเป็นกรรมของเราที่ต้องมารับเลี้ยงแมวที่คนใจดำเลี้ยงแล้วเอามาปล่อย.คุณยายเป็นคนมีนํ้าใจโอบอ้อมอารีเอื้อเฟื้อ  สู้ๆค่ะ,yalien.chen.94,9,2019-11-14 21:38:35
4333442143339378,4333752363308356,2019-11-13 14:23:49,แล้วเลี้ยงทำไมเยอะแยะครับมียายคนหนึ่งผมเห็นแกเอาหมาจรมาปล่อยป่าแถวข้างที่ผมเช่าห้องอยู่ทุกเย็นแกจะเอาข้าวเอานำมาให้สกปรกพื้นฟุตบาททางเดินฉิบหายแล้วหมาที่แกเอามาก็เห่าหอนหนวกหูมากตอนกลางคืนอยากเลี้ยงทำไม่มึงไม่เอาไปเลี้ยงที่บ้านมึงวะเอามาปล่อยเลี้ยงสร้างความเดือดร้อนให้คนอื่น,profile.php?id=100023296009341,7,2019-11-14 21:38:35
4333442143339378,4333454160004843,2019-11-13 12:40:00,อันนี้เม้นแบบจริงใจนะยาย อย่าว่าแต่แมวเลย ผมนี่แย่กว่าแมวอีก รถ บ้าน ค่าเทอมมหาวิทยาลัยลูก ค่าหอ คารถ 100บาทผมใช้ได้5วันยาย เหี้ยมันบอกว่าเศรษฐกิจ OK,profile.php?id=100024191370828,36,2019-11-14 21:38:35
4333442143339378,4333728603310732,2019-11-13 14:15:09,บ้านเลี้ยงแมว7ตัวหมา1สําหรับคนแก่พวกเค้าเป็นเพื่อนอยุ่ด้วยเพราะลุกๆอาจจะไม่อยุ่ด้วยคงไปอยุ่กะผัวกะเมียกันหมดยายคงเหงา,profile.php?id=100002515879239,3,2019-11-14 21:38:35
4333442143339378,4333577396659186,2019-11-13 13:24:15,ใครไม่อยู่ใกล้จะไม่รู้นะทั้งเสียงทั้งกลิ่นรักนะรู้แต่ข้างบ้านเดือดร้อนรู้จักเกรงใจเขาบ้างไหมไม่ชอบเลยถ้ารักมากก็ไปอยู่ไกลบ้านคนหน่อยซิ,kimlai.changpaisan,14,2019-11-14 21:38:35
4333442143339378,4333719399978319,2019-11-13 14:11:54,การมีเมตตาเป็นสิ่งที่ดีแต่อะไรก็ต้องตามกำลังตามความพอดี ทางสายกลาง ไม่รักตัวเองสวรรค์ลงโทษ ได้ทั้งบุญและบาปไปพร้อมกัน,profile.php?id=100013684274072,5,2019-11-14 21:38:35
4333442143339378,4333697659980493,2019-11-13 14:05:06,จะรักยังไงก็ต้องดูกำลังของตัวเองกอ่น,mali.meerit,5,2019-11-14 21:38:35
4333442143339378,4333506736666252,2019-11-13 12:59:27,ยายเลี้ยงเพราะสงสารมันคงไม่มีที่ไปอะ    ช่วยยายทีคนหากินได้ยังช่วยเลย  พวกเราช่วยยายหนอ่ยคะ,profile.php?id=100033347926831,12,2019-11-14 21:38:35
4333442143339378,4333624606654465,2019-11-13 13:40:15,เอาแมวให้คนอื่นไปเลี้ยง เหลือไว้สักตัวแก้เหงา อย่าบริจากเงินเลย ข้างบ้านเดือดร้อน แมวเยอะ เสียง กลิ่น เขื้อโรค ที่สำคัญ แมวถ้าไม่ทำหมัน แปปเดียวก็เพิ่มจาก 20 เป็น 100 เร็วมาก,somkid.baankhoa,8,2019-11-14 21:38:35
4333442143339378,4333943129955946,2019-11-13 15:38:06,ถ้ามีคนเอาแมวทั้งหมดไปช่วยเลี้ยงยายจะหยุดเก็บมาเลี้ยงไหม​ รักแบบมีสติค่ะ​ เรารักหมามากๆขี้สงสารแต่ก็ไมเก็บมาเลี้ยงเพราะถ้าเลี้ยงเขาไม่ดีอย่าเลี้ยงเลยดีกว่า​ ที่บ้าน2ตัวเกรงใจข้างบ้านเวลามันเห่า​ สายๆค่อยเปิดบ้านให้ออกไป​ เห่าเช้าๆเรายังรำคาญ​ หมานอนกับเรา​ฉีดยาอาบน้ำ​ดูแลอย่างดี​ รักแล้วต้องรู้จักรับผิดชอบหมาและสังคม,nidnoi.ritmahant,3,2019-11-14 21:38:35
4333442143339378,4333529846663941,2019-11-13 13:07:55,อย่าว่า ว่ายายนะ  ยายก้อเกินไปค่ะ  เลี้ยงเยอะเกิน,profile.php?id=100009496107279,3,2019-11-14 21:38:35
